"id","nombre","apellido","correo","direccion","telefono","carrera_id","createdAt","sexo","FechaNacimiento","updatedAt","matricula","curso_id","estudiante_id","createdAt","updatedAt","id","materia","profesor_id","FechaInicio","FechaFin","sucursal_id","createdAt","updatedAt"
218,Luis,Gonzalez,luis.gonzalez217@upb.edu,Calle 85 #27,"37768434",26,"2024-06-26",prefiero no decirlo,"2004-11-23","2024-06-26",I08UXMMAAC,9,218,"2024-06-26","2024-06-26",9,17,408,"2024-03-21","2024-04-30",2,"2024-06-26","2024-06-26"
237,Carlos,Suarez,carlos.suarez236@upb.edu,Calle 775 #59,"52109075",28,"2024-06-26",prefiero no decirlo,"2004-06-13","2024-06-26","80NVS4JTFP",9,237,"2024-06-26","2024-06-26",9,17,408,"2024-03-21","2024-04-30",2,"2024-06-26","2024-06-26"
241,Sofia,Fernandez,sofia.fernandez240@upb.edu,Calle 800 #52,"39771584",22,"2024-06-26",prefiero no decirlo,"2003-01-27","2024-06-26","0P0QWWN4D6",9,241,"2024-06-26","2024-06-26",9,17,408,"2024-03-21","2024-04-30",2,"2024-06-26","2024-06-26"
255,Carmen,Castro,carmen.castro254@upb.edu,Calle 43 #79,"90105642",19,"2024-06-26",masculino,"2000-07-08","2024-06-26","2QTYU9NF30",9,255,"2024-06-26","2024-06-26",9,17,408,"2024-03-21","2024-04-30",2,"2024-06-26","2024-06-26"
273,Laura,Navarro,laura.navarro272@upb.edu,Calle 378 #89,"90856866",12,"2024-06-26",masculino,"2005-07-09","2024-06-26",C9I0J4WBQ0,9,273,"2024-06-26","2024-06-26",9,17,408,"2024-03-21","2024-04-30",2,"2024-06-26","2024-06-26"
276,David,Castro,david.castro275@upb.edu,Calle 642 #100,"99716685",6,"2024-06-26",masculino,"2004-01-17","2024-06-26",X9320UAXKB,9,276,"2024-06-26","2024-06-26",9,17,408,"2024-03-21","2024-04-30",2,"2024-06-26","2024-06-26"
305,Luis,Romero,luis.romero304@upb.edu,Calle 483 #78,"86620325",7,"2024-06-26",prefiero no decirlo,"2002-04-07","2024-06-26","3PYQ8O6RKR",9,305,"2024-06-26","2024-06-26",9,17,408,"2024-03-21","2024-04-30",2,"2024-06-26","2024-06-26"
307,Marta,Garcia,marta.garcia306@upb.edu,Calle 229 #83,"05817868",16,"2024-06-26",masculino,"2002-03-18","2024-06-26",TBLCS0YX7M,9,307,"2024-06-26","2024-06-26",9,17,408,"2024-03-21","2024-04-30",2,"2024-06-26","2024-06-26"
341,Isabel,Martinez,isabel.martinez340@upb.edu,Calle 998 #6,"53903412",15,"2024-06-26",prefiero no decirlo,"2003-04-01","2024-06-26",XAL5VE01SG,9,341,"2024-06-26","2024-06-26",9,17,408,"2024-03-21","2024-04-30",2,"2024-06-26","2024-06-26"
372,Laura,Rojas,laura.rojas371@upb.edu,Calle 613 #3,"69206013",22,"2024-06-26",prefiero no decirlo,"2002-07-25","2024-06-26",UX382RHZ1S,9,372,"2024-06-26","2024-06-26",9,17,408,"2024-03-21","2024-04-30",2,"2024-06-26","2024-06-26"
374,Angela,Hernandez,angela.hernandez373@upb.edu,Calle 517 #42,"94318600",1,"2024-06-26",masculino,"2004-02-26","2024-06-26",L985MUGPCS,9,374,"2024-06-26","2024-06-26",9,17,408,"2024-03-21","2024-04-30",2,"2024-06-26","2024-06-26"
384,Jose,Romero,jose.romero383@upb.edu,Calle 8 #26,"61827566",3,"2024-06-26",prefiero no decirlo,"2002-07-29","2024-06-26",MUGLMAEOMU,9,384,"2024-06-26","2024-06-26",9,17,408,"2024-03-21","2024-04-30",2,"2024-06-26","2024-06-26"
386,Laura,Morales,laura.morales385@upb.edu,Calle 16 #70,"95501933",12,"2024-06-26",masculino,"2004-10-27","2024-06-26","9E3NZKK4DX",9,386,"2024-06-26","2024-06-26",9,17,408,"2024-03-21","2024-04-30",2,"2024-06-26","2024-06-26"
409,Roberto,Lopez,roberto.lopez408@upb.edu,Calle 307 #8,"52043123",21,"2024-06-26",prefiero no decirlo,"2000-08-17","2024-06-26",S9WJFK96AL,9,409,"2024-06-26","2024-06-26",9,17,408,"2024-03-21","2024-04-30",2,"2024-06-26","2024-06-26"
421,Pedro,Mendoza,pedro.mendoza420@upb.edu,Calle 472 #12,"07715575",10,"2024-06-26",prefiero no decirlo,"2000-02-18","2024-06-26",O5YACQEWMS,9,421,"2024-06-26","2024-06-26",9,17,408,"2024-03-21","2024-04-30",2,"2024-06-26","2024-06-26"
432,Maria,Martinez,maria.martinez431@upb.edu,Calle 939 #68,"91080070",27,"2024-06-26",masculino,"2001-12-01","2024-06-26",WT3VWQLC3X,9,432,"2024-06-26","2024-06-26",9,17,408,"2024-03-21","2024-04-30",2,"2024-06-26","2024-06-26"
441,Luis,Gonzalez,luis.gonzalez440@upb.edu,Calle 935 #7,"74951364",4,"2024-06-26",femenino,"2004-12-29","2024-06-26",I8Q1QG4TO1,9,441,"2024-06-26","2024-06-26",9,17,408,"2024-03-21","2024-04-30",2,"2024-06-26","2024-06-26"
443,Ana,Perez,ana.perez442@upb.edu,Calle 733 #49,"24076023",9,"2024-06-26",femenino,"2003-12-22","2024-06-26","0J5OD68LMS",9,443,"2024-06-26","2024-06-26",9,17,408,"2024-03-21","2024-04-30",2,"2024-06-26","2024-06-26"
456,Carmen,Perez,carmen.perez455@upb.edu,Calle 789 #73,"36460514",12,"2024-06-26",masculino,"2000-07-19","2024-06-26","92DLFJKYZJ",9,456,"2024-06-26","2024-06-26",9,17,408,"2024-03-21","2024-04-30",2,"2024-06-26","2024-06-26"
458,Jose,Sanchez,jose.sanchez457@upb.edu,Calle 829 #72,"78216867",27,"2024-06-26",femenino,"2002-05-25","2024-06-26",EWCA0MC3SW,9,458,"2024-06-26","2024-06-26",9,17,408,"2024-03-21","2024-04-30",2,"2024-06-26","2024-06-26"
466,Marta,Reyes,marta.reyes465@upb.edu,Calle 177 #11,"20870548",24,"2024-06-26",masculino,"2001-10-01","2024-06-26",H0NJSOLCEL,9,466,"2024-06-26","2024-06-26",9,17,408,"2024-03-21","2024-04-30",2,"2024-06-26","2024-06-26"
498,Pedro,Rojas,pedro.rojas497@upb.edu,Calle 887 #32,"46431370",21,"2024-06-26",femenino,"2001-09-21","2024-06-26",A015MXIWOA,9,498,"2024-06-26","2024-06-26",9,17,408,"2024-03-21","2024-04-30",2,"2024-06-26","2024-06-26"
1,Jorge,Morales,jorge.morales0@upb.edu,Calle 649 #66,"77782172",16,"2024-06-26",prefiero no decirlo,"2002-03-16","2024-06-26","40C3MWVGSB",10,1,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
7,Carlos,Ortega,carlos.ortega6@upb.edu,Calle 826 #13,"10237328",29,"2024-06-26",prefiero no decirlo,"2005-08-09","2024-06-26",HMRAESA59U,10,7,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
8,Marta,Perez,marta.perez7@upb.edu,Calle 140 #74,"65478707",5,"2024-06-26",femenino,"2005-12-04","2024-06-26","3SULMTLSVA",10,8,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
14,Lucia,Sanchez,lucia.sanchez13@upb.edu,Calle 176 #59,"17384201",25,"2024-06-26",masculino,"2004-11-17","2024-06-26",ZYIV8KXDZQ,10,14,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
19,Roberto,Perez,roberto.perez18@upb.edu,Calle 798 #73,"06799148",4,"2024-06-26",prefiero no decirlo,"2005-10-19","2024-06-26",CC1Y72BBRQ,10,19,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
20,Angela,Castro,angela.castro19@upb.edu,Calle 226 #100,"88119228",10,"2024-06-26",masculino,"2003-11-26","2024-06-26",F0LCT0HKA8,10,20,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
27,Pedro,Ramirez,pedro.ramirez26@upb.edu,Calle 192 #35,"17614305",28,"2024-06-26",masculino,"2004-01-26","2024-06-26",HK362WZDF4,10,27,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
29,Isabel,Hernandez,isabel.hernandez28@upb.edu,Calle 462 #68,"54453643",7,"2024-06-26",prefiero no decirlo,"2003-02-13","2024-06-26","80HCN97EYZ",10,29,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
31,Elena,Fernandez,elena.fernandez30@upb.edu,Calle 773 #10,"47661725",20,"2024-06-26",masculino,"2001-01-04","2024-06-26",CRU4639IIL,10,31,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
33,Laura,Rojas,laura.rojas32@upb.edu,Calle 934 #74,"30719764",17,"2024-06-26",prefiero no decirlo,"2005-08-26","2024-06-26",LK133O81AI,10,33,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
34,Jose,Morales,jose.morales33@upb.edu,Calle 210 #42,"17315594",18,"2024-06-26",masculino,"2005-10-17","2024-06-26",ULWDWNM2GA,10,34,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
35,Juan,Perez,juan.perez34@upb.edu,Calle 388 #7,"19117895",1,"2024-06-26",masculino,"2005-04-19","2024-06-26",X58NMIAJ5Y,10,35,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
40,David,Rojas,david.rojas39@upb.edu,Calle 733 #81,"03688686",21,"2024-06-26",femenino,"2000-02-09","2024-06-26",OXZC1SVFMR,10,40,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
48,Maria,Rodriguez,maria.rodriguez47@upb.edu,Calle 329 #49,"51649800",20,"2024-06-26",femenino,"2003-11-02","2024-06-26",OC9KMVN6Q8,10,48,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
55,Jorge,Vargas,jorge.vargas54@upb.edu,Calle 910 #79,"78711504",18,"2024-06-26",prefiero no decirlo,"2004-12-27","2024-06-26",R79XQHQYIV,10,55,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
62,Jose,Fernandez,jose.fernandez61@upb.edu,Calle 134 #55,"02311214",16,"2024-06-26",masculino,"2001-06-09","2024-06-26",D3LEPIAG35,10,62,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
71,Pedro,Gonzalez,pedro.gonzalez70@upb.edu,Calle 441 #21,"52553673",29,"2024-06-26",prefiero no decirlo,"2000-01-27","2024-06-26",DAY2GMJD0I,10,71,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
92,Miguel,Perez,miguel.perez91@upb.edu,Calle 876 #14,"76111422",29,"2024-06-26",masculino,"2004-11-07","2024-06-26",UWWWMVKNLA,10,92,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
95,Laura,Romero,laura.romero94@upb.edu,Calle 883 #3,"40896858",19,"2024-06-26",femenino,"2004-05-01","2024-06-26",TJJKI674YC,10,95,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
102,Sofia,Rojas,sofia.rojas101@upb.edu,Calle 897 #42,"38113243",23,"2024-06-26",femenino,"2001-10-26","2024-06-26",UU33QSUTGB,10,102,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
120,Elena,Mendoza,elena.mendoza119@upb.edu,Calle 8 #29,"98344595",14,"2024-06-26",masculino,"2001-08-18","2024-06-26",VGAF4RW5V3,10,120,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
121,Carlos,Reyes,carlos.reyes120@upb.edu,Calle 390 #21,"62588856",2,"2024-06-26",prefiero no decirlo,"2001-02-18","2024-06-26",I9XKD1KXSM,10,121,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
143,Carlos,Rojas,carlos.rojas142@upb.edu,Calle 250 #90,"41006152",4,"2024-06-26",femenino,"2001-08-22","2024-06-26",KCYIQEYUYO,10,143,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
150,Elena,Ortega,elena.ortega149@upb.edu,Calle 538 #15,"92588764",28,"2024-06-26",prefiero no decirlo,"2002-08-12","2024-06-26","8NO2EYANH9",10,150,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
152,Andres,Morales,andres.morales151@upb.edu,Calle 189 #68,"40822926",3,"2024-06-26",masculino,"2005-12-06","2024-06-26",FH1TN55DE6,10,152,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
171,Laura,Morales,laura.morales170@upb.edu,Calle 21 #38,"62306607",3,"2024-06-26",prefiero no decirlo,"2004-07-28","2024-06-26",O3RRJF3GCD,10,171,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
182,Andres,Perez,andres.perez181@upb.edu,Calle 252 #6,"01502541",27,"2024-06-26",prefiero no decirlo,"2000-09-13","2024-06-26",N6H8A39IDZ,10,182,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
184,Andres,Hernandez,andres.hernandez183@upb.edu,Calle 48 #84,"97253459",5,"2024-06-26",prefiero no decirlo,"2001-01-09","2024-06-26",US3W7NS0Y4,10,184,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
190,Andres,Suarez,andres.suarez189@upb.edu,Calle 823 #80,"64806972",12,"2024-06-26",femenino,"2002-02-21","2024-06-26","7JPIGEBSX0",10,190,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
206,Elena,Romero,elena.romero205@upb.edu,Calle 99 #82,"72980825",7,"2024-06-26",femenino,"2004-10-07","2024-06-26",PZXXAYDJB1,10,206,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
208,Carmen,Martinez,carmen.martinez207@upb.edu,Calle 546 #100,"33568939",28,"2024-06-26",prefiero no decirlo,"2001-09-12","2024-06-26",YGAFBIXM7P,10,208,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
222,Sofia,Vargas,sofia.vargas221@upb.edu,Calle 705 #80,"96506623",15,"2024-06-26",femenino,"2000-11-19","2024-06-26",PGN4F8K909,10,222,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
279,Roberto,Martinez,roberto.martinez278@upb.edu,Calle 947 #74,"50065583",18,"2024-06-26",prefiero no decirlo,"2004-06-08","2024-06-26",E13C0S4K81,10,279,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
282,Andres,Fernandez,andres.fernandez281@upb.edu,Calle 972 #88,"21665604",5,"2024-06-26",prefiero no decirlo,"2005-11-24","2024-06-26","9GJP899JB2",10,282,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
286,Maria,Lopez,maria.lopez285@upb.edu,Calle 5 #60,"57991153",26,"2024-06-26",prefiero no decirlo,"2004-11-27","2024-06-26","7SFZHJBFY5",10,286,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
316,Roberto,Garcia,roberto.garcia315@upb.edu,Calle 834 #3,"36709519",6,"2024-06-26",femenino,"2004-02-20","2024-06-26",PT88HQQZVS,10,316,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
339,Marta,Vargas,marta.vargas338@upb.edu,Calle 708 #29,"34393428",13,"2024-06-26",masculino,"2002-11-07","2024-06-26","1M3IAO6O65",10,339,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
363,Ana,Romero,ana.romero362@upb.edu,Calle 306 #4,"37251341",15,"2024-06-26",masculino,"2000-01-04","2024-06-26","3GMU0TDSZ2",10,363,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
381,Maria,Suarez,maria.suarez380@upb.edu,Calle 758 #87,"19769978",29,"2024-06-26",femenino,"2001-11-19","2024-06-26",D9RY6RH6QO,10,381,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
389,Angela,Ramirez,angela.ramirez388@upb.edu,Calle 354 #89,"21212370",11,"2024-06-26",femenino,"2005-12-04","2024-06-26",OIHKJAE9IZ,10,389,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
445,Juan,Morales,juan.morales444@upb.edu,Calle 732 #3,"02666416",28,"2024-06-26",femenino,"2002-02-21","2024-06-26",P1KN2G7YNE,10,445,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
451,Juan,Navarro,juan.navarro450@upb.edu,Calle 913 #36,"24419945",3,"2024-06-26",femenino,"2005-03-29","2024-06-26",IVHQW0PVVC,10,451,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
461,Elena,Rojas,elena.rojas460@upb.edu,Calle 640 #85,"64022146",16,"2024-06-26",femenino,"2004-07-26","2024-06-26",V3ZW17VY7R,10,461,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
462,David,Sanchez,david.sanchez461@upb.edu,Calle 937 #14,"00494295",15,"2024-06-26",femenino,"2004-02-08","2024-06-26",NPL31ZLQO3,10,462,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
469,Lucia,Rodriguez,lucia.rodriguez468@upb.edu,Calle 982 #78,"09427228",8,"2024-06-26",femenino,"2000-01-16","2024-06-26",GYTBPMUU1X,10,469,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
479,Elena,Garcia,elena.garcia478@upb.edu,Calle 771 #39,"74686858",2,"2024-06-26",femenino,"2003-11-28","2024-06-26","62KECYKDBU",10,479,"2024-06-26","2024-06-26",10,26,409,"2024-03-28","2024-05-07",3,"2024-06-26","2024-06-26"
7,Carlos,Ortega,carlos.ortega6@upb.edu,Calle 826 #13,"10237328",29,"2024-06-26",prefiero no decirlo,"2005-08-09","2024-06-26",HMRAESA59U,11,7,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
30,Laura,Ortega,laura.ortega29@upb.edu,Calle 488 #40,"71708028",23,"2024-06-26",masculino,"2000-02-05","2024-06-26",UAU6DVG599,11,30,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
42,Andres,Ramirez,andres.ramirez41@upb.edu,Calle 782 #49,"84384295",15,"2024-06-26",masculino,"2001-10-16","2024-06-26",L3B952QXRF,11,42,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
45,Lucia,Hernandez,lucia.hernandez44@upb.edu,Calle 558 #83,"50808496",9,"2024-06-26",masculino,"2002-07-08","2024-06-26",N8G5YFZJ6V,11,45,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
56,Pedro,Perez,pedro.perez55@upb.edu,Calle 231 #28,"33796342",6,"2024-06-26",masculino,"2001-03-16","2024-06-26","6LJN9LZ62T",11,56,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
74,Angela,Navarro,angela.navarro73@upb.edu,Calle 42 #54,"06867358",29,"2024-06-26",prefiero no decirlo,"2002-09-16","2024-06-26",W3D885YLHM,11,74,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
81,Lucia,Fernandez,lucia.fernandez80@upb.edu,Calle 14 #55,"54641792",14,"2024-06-26",prefiero no decirlo,"2004-09-13","2024-06-26","8S6BXSVL8W",11,81,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
113,Luis,Ortega,luis.ortega112@upb.edu,Calle 893 #31,"39893647",14,"2024-06-26",prefiero no decirlo,"2000-03-25","2024-06-26","3PUJ609B4A",11,113,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
116,Miguel,Hernandez,miguel.hernandez115@upb.edu,Calle 739 #27,"47878036",4,"2024-06-26",femenino,"2005-09-26","2024-06-26",BCRNVYZLYB,11,116,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
117,Lucia,Martinez,lucia.martinez116@upb.edu,Calle 922 #12,"40314447",28,"2024-06-26",femenino,"2002-02-08","2024-06-26",BLQ5CW9ROC,11,117,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
130,David,Rodriguez,david.rodriguez129@upb.edu,Calle 279 #61,"20730928",4,"2024-06-26",masculino,"2002-03-15","2024-06-26",MY9XM9RF7R,11,130,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
136,Maria,Navarro,maria.navarro135@upb.edu,Calle 242 #22,"94343154",20,"2024-06-26",masculino,"2001-06-22","2024-06-26","1LUYNTYA61",11,136,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
155,Angela,Suarez,angela.suarez154@upb.edu,Calle 719 #66,"60369640",5,"2024-06-26",masculino,"2005-03-07","2024-06-26",WIWC4TYAY8,11,155,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
156,Carmen,Vargas,carmen.vargas155@upb.edu,Calle 358 #46,"86608607",21,"2024-06-26",masculino,"2002-10-11","2024-06-26",JXJMDMG3GQ,11,156,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
165,Marta,Ramirez,marta.ramirez164@upb.edu,Calle 873 #23,"77594918",13,"2024-06-26",masculino,"2002-06-22","2024-06-26",KNMQ030Q2Q,11,165,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
201,Luis,Romero,luis.romero200@upb.edu,Calle 610 #79,"67720855",12,"2024-06-26",femenino,"2003-03-14","2024-06-26",TI2RGKB4DS,11,201,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
222,Sofia,Vargas,sofia.vargas221@upb.edu,Calle 705 #80,"96506623",15,"2024-06-26",femenino,"2000-11-19","2024-06-26",PGN4F8K909,11,222,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
224,Luis,Castro,luis.castro223@upb.edu,Calle 566 #8,"47451901",14,"2024-06-26",masculino,"2003-10-07","2024-06-26",L1QOUNZIW3,11,224,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
258,Juan,Morales,juan.morales257@upb.edu,Calle 944 #2,"26189809",22,"2024-06-26",femenino,"2000-08-31","2024-06-26",QWR33XJSLU,11,258,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
297,Juan,Martinez,juan.martinez296@upb.edu,Calle 282 #5,"88252844",21,"2024-06-26",femenino,"2004-02-06","2024-06-26","0MS1MT1DGU",11,297,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
304,Maria,Rodriguez,maria.rodriguez303@upb.edu,Calle 122 #3,"99348525",21,"2024-06-26",masculino,"2004-11-19","2024-06-26",QQH71IHEO9,11,304,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
354,David,Fernandez,david.fernandez353@upb.edu,Calle 950 #14,"93713268",26,"2024-06-26",prefiero no decirlo,"2005-04-15","2024-06-26",OHYH84RLKP,11,354,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
374,Angela,Hernandez,angela.hernandez373@upb.edu,Calle 517 #42,"94318600",1,"2024-06-26",masculino,"2004-02-26","2024-06-26",L985MUGPCS,11,374,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
375,Juan,Mendoza,juan.mendoza374@upb.edu,Calle 9 #38,"28087824",30,"2024-06-26",masculino,"2003-12-05","2024-06-26",KIJG1ZFLNC,11,375,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
387,Isabel,Martinez,isabel.martinez386@upb.edu,Calle 68 #16,"52978122",9,"2024-06-26",masculino,"2003-04-05","2024-06-26",M11BD8ACCI,11,387,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
395,Carlos,Garcia,carlos.garcia394@upb.edu,Calle 52 #34,"19915522",6,"2024-06-26",femenino,"2004-06-18","2024-06-26",VIKWVT0HCY,11,395,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
407,Isabel,Suarez,isabel.suarez406@upb.edu,Calle 99 #47,"94969732",9,"2024-06-26",femenino,"2004-10-27","2024-06-26",E5A8VQJISJ,11,407,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
410,Miguel,Vargas,miguel.vargas409@upb.edu,Calle 651 #28,"68329268",4,"2024-06-26",prefiero no decirlo,"2000-09-20","2024-06-26",MLMQ6VIQN3,11,410,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
416,Carmen,Hernandez,carmen.hernandez415@upb.edu,Calle 265 #99,"51749518",23,"2024-06-26",masculino,"2005-03-15","2024-06-26",IQTFEONQ0J,11,416,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
441,Luis,Gonzalez,luis.gonzalez440@upb.edu,Calle 935 #7,"74951364",4,"2024-06-26",femenino,"2004-12-29","2024-06-26",I8Q1QG4TO1,11,441,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
446,Elena,Lopez,elena.lopez445@upb.edu,Calle 706 #39,"63004720",12,"2024-06-26",femenino,"2005-02-23","2024-06-26",PGWPHDKNH7,11,446,"2024-06-26","2024-06-26",11,31,410,"2024-04-01","2024-05-09",1,"2024-06-26","2024-06-26"
